'bout	baʊt
mandarins	ˈmæn.dɚ.ənz
mandate	ˈmænˌdeɪt
mandated	ˈmænˌdeɪ.tɪd
mandates	ˈmænˌdeɪts
mandating	ˈmænˌdeɪ.tɪŋ
mandato	mɑnˈdɑ.toʊ
mandatory	ˈmæn.dəˌtɔ.ɹi
mandel	ˈmæn.dəl
mandela	ˌmænˈdɛl.ə
mandela's	ˌmænˈdɛl.əz
mandelbaum	ˈmæn.dəlˌbaʊm
mandell	ˈmæn.dəl
mandella	ˌmænˈdɛl.ə
mander	ˈmæn.dɚ
manders	ˈmæn.dɚz
manderscheid	ˈmæn.dɚˌʃaɪd
manderson	ˈmæn.dɚ.sən
mandeville	ˈmæn.dəˌvɪl
mandi	ˈmæn.di
mandible	ˈmæn.də.bəl|ˈmæn.dɪ.bəl
mandibular	ˌmænˈdɪb.ju.lɚ
mandich	ˈmæn.dɪk
mandie	ˈmæn.di
mandigo	mɑnˈdi.ɡoʊ
mandl	ˈmæn.dəl
mandle	ˈmæn.dəl
mandler	ˈmænd.lɚ
mandolin	ˈmæn.dəˌlɪn
mandracchia	ˌmænˈdɹæk.i.ə
mandrake	ˈmænˌdɹeɪk
mandrell	ˈmæn.dɹəl
mandresh	mænˈdɹɛʃ
mandrill	ˈmæn.dɹɪl
mandt	mænt
mandujano	mɑn.duˈjɑ.noʊ
mandy	ˈmæn.di
mane	meɪn
maned	meɪnd
manella	məˈnɛl.ə
maner	ˈmeɪ.nɚ
maners	ˈmeɪ.nɚz
manes	meɪnz
maness	ˈmɑ.nɪs
manet	mæˈneɪ|mɑˈneɪ
manette	məˈnɛt
maneuver	məˈnu.vɚ
maneuverability	məˌnu.vɚ.əˈbɪl.ɪ.ti|məˌnu.vɹəˈbɪl.ɪ.ti
maneuverable	məˈnu.vɚ.ə.bəl
maneuvered	məˈnu.vɚd
maneuvering	məˈnu.vɚ.ɪŋ
maneuverings	məˈnu.vɚ.ɪŋz
maneuvers	məˈnu.vɚz
maneval	mɑ.neɪˈvæl
maney	ˈmeɪ.ni
manford	ˈmæn.fɚd
manfra	ˈmæn.fɹə
manfre	ˈmæn.fɚ
manfred	ˈmæn.fɹɪd
manfredi	mɑnˈfɹɛd.i
manfredo	mɑnˈfɹeɪ.doʊ
manfully	ˈmæn.fə.li
mang	mæŋ
manga	ˈmæŋ.ɡə
mangan	ˈmæŋ.ɡən
manganaro	mɑŋ.ɡɑˈnɑ.ɹoʊ
manganello	mɑŋ.ɡɑˈnɛl.oʊ
manganese	ˈmæŋ.ɡəˌniz
manganiello	mɑŋ.ɡɑ.niˈɛl.oʊ
mangano	mɑŋˈɡɑ.noʊ
mangas	ˈmæŋ.ɡəz
mange	meɪndʒ
mangel	ˈmeɪŋ.ɡəl
mangels	ˈmeɪŋ.ɡəlz
mangement	ˈmeɪndʒ.mənt
mangen	ˈmæŋ.ən
manger	ˈmeɪn.dʒɚ
manges	ˈmeɪn.dʒɪz
mangham	ˈmæŋ.ɡəm
mangiapane	ˈmæn.dʒi.əˌpeɪn
mangiaracina	ˈmɑn.dʒɚ.ɑˌtʃi.nɑ
mangieri	mɑŋˈɡɪɹ.i
mangin	ˈmæŋ.ɡɪn
mangine	mɑŋˈɡi.ni
mangini	mɑŋˈɡi.ni
mangino	mɑŋˈɡi.noʊ
mangione	mɑnˈdʒoʊ.ni
manglapus	ˈmæŋ.lə.pəs
mangle	ˈmæŋ.ɡəl
mangled	ˈmæŋ.ɡəld
mangles	ˈmæŋ.ɡəlz
mangling	ˈmæŋ.ɡə.lɪŋ|ˈmæŋ.ɡlɪŋ
mango	ˈmæŋ.ɡoʊ
mangoes	ˈmæŋ.ɡoʊz
mangold	ˈmænˌɡoʊld
mangone	mɑŋˈɡoʊ.ni
mangope	mæŋˈɡoʊˌpeɪ
mangosteen	ˈmæŋ.ɡoʊˌstin
mangosteens	ˈmæŋ.ɡoʊˌstinz
mangosuthu	ˌmæŋ.ɡəˈsʌθ.u
mangrove	ˈmænˌɡɹoʊv|ˈmæŋˌɡɹoʊv
mangrum	ˈmæŋ.ɡɹəm
mangual	ˈmæn.ɡəl
mangueira	mɑŋˈɡɛɹ.ə
mangum	ˈmæŋ.ɡəm
mangus	ˈmæŋ.ɡɪs
mangy	ˈmeɪn.dʒi
manhandle	ˈmænˌhæn.dəl
manhandled	ˈmænˌhæn.dəld
manhart	ˈmænˌhɑɹt
manhasset	mænˈhæs.ɛt
manhattan	mænˈhæt.ən
manhattan's	mænˈhæt.ənz
manheim	ˈmæn.haɪm
manhole	ˈmænˌhoʊl
manhood	ˈmænˌhʊd
manhunt	ˈmænˌhʌnt
mani	ˈmɑ.ni
mania	ˈmeɪ.ni.ə
maniac	ˈmeɪ.niˌæk
maniacal	məˈnaɪ.ə.kəl
maniaci	mɑ.niˈɑ.tʃi
maniacs	ˈmeɪ.niˌæks
maniatis	ˈmæn.iˈɑ.tɪs
manic	ˈmæn.ɪk
manicure	ˈmæn.ɪ.kjɚ
manicured	ˈmæn.ɪ.kjɚd
manicurist	ˈmæn.ɪˌkjɝ.ɪst
manier	ˈmɛn.i.ɚ
manifest	ˈmæn.əˌfɛst
manifestation	ˌmæ.nə.fɛˈsteɪ.ʃən
manifestations	ˌmæ.nə.fɛˈsteɪ.ʃənz
manifested	ˈmæn.əˌfɛ.stəd
manifesting	ˈmæn.əˌfɛ.stɪŋ
manifestly	ˈmæn.ə.fɛst.li
manifesto	ˌmæ.nəˈfɛsˌtoʊ|ˌmæ.nɪˈfɛsˌtoʊ
manifests	ˈmæn.əˌfɛsts
manifold	ˈmæn.əˌfoʊld|ˈmæn.ɪˌfoʊld
manigat	ˈmæn.ɪ.ɡæt
manigault	ˈmæn.ɪ.ɡɔlt
manigo	mɑˈni.ɡoʊ
manik	ˈmæn.ɪk
manila	məˈnɪl.ə
manila's	məˈnɪl.əz
manilla	məˈnɪl.ə
manilow	ˈmæn.ɪ.loʊ
manioc	ˈmæn.iˌɑk
manion	mɑˈnjɔn
maniples	ˈmæn.ə.pəlz|ˈmæn.ɪ.pəlz
manipulate	məˈnɪp.jəˌleɪt
manipulated	məˈnɪp.jəˌleɪ.tɪd
manipulates	məˈnɪp.jəˌleɪts
manipulating	məˈnɪp.jəˌleɪ.tɪŋ
manipulation	məˌnɪ.pjəˈleɪ.ʃən
manipulations	məˌnɪ.pjəˈleɪ.ʃənz
manipulative	məˈnɪp.jəˌleɪ.tɪv
manipulator	məˈnɪp.jəˌleɪ.tɚ
manipulators	məˈnɪp.jəˌleɪ.tɚz
manis	ˈmæn.ɪs
maniscalco	mɑ.niˈskɑl.koʊ
manischewitz	ˌmæ.nɪˈʃɛv.ɪts
manish	ˈmæn.ɪʃ
manitoba	ˌmæ.nɪˈtoʊ.bə
manitowoc	ˈmæn.ɪ.tə.wɑk
manjaca	mɑnˈdʒɑ.kə
manjarrez	mɑˈnjɑ.ɹɛz
mank	mæŋk
manka	ˈmæŋ.kə
mankato	mænˈkɑ.toʊ
manke	mæŋk
manker	ˈmæŋ.kɚ
mankey	ˈmænˌki
mankiewicz	ˈmæŋ.kɪ.wɪts
mankiller	ˈmænˌkɪ.lɚ
mankin	ˈmæŋ.kɪn
mankind	ˈmænˈkaɪnd
mankind's	ˈmænˈkaɪndz
mankinds	ˈmænˈkaɪndz
mankins	ˈmæŋ.kɪnz
manko	ˈmæŋ.koʊ
mankowski	məŋˈkɔf.ski
manley	ˈmæn.li
manlove	ˈmænˌlʌv
manly	ˈmæn.li
manmade	ˈmænˈmeɪd
mann	mæn
mann's	mænz
manna	ˈmæn.ə
mannarino	ˈmæn.ɚ.i.noʊ
manne	mæn
manned	mænd
mannella	mɑˈnɛl.ə
mannen	ˈmæn.ən
mannequin	ˈmæn.ə.kɪn
mannequins	ˈmæn.ə.kɪnz
manner	ˈmæn.ɚ
mannered	ˈmæn.ɚd
mannering	ˈmæn.ɚ.ɪŋ
mannerism	ˈmæn.ɚˌɪ.zəm
mannerisms	ˈmæn.ɚˌɪ.zəmz
mannerist	ˈmæn.ɚ.əst|ˈmæn.ɚ.ɪst
manners	ˈmæn.ɚz
mannes	mænz
mannesmann	ˈmæn.ə.smən
manney	ˈmæn.i
mannheim	ˈmæn.haɪm
manni	ˈmæn.i
mannie	ˈmæn.i
mannina	ˈmæn.ɪ.nə
manninen	ˈmæn.ɪ.nən
manning	ˈmæn.ɪŋ
manning's	ˈmæn.ɪŋz
mannino	ˈmæn.i.noʊ
mannion	ˈmæn.jən
mannis	ˈmæn.ɪs
mannix	ˈmæn.ɪks
manno	ˈmæn.oʊ
mannon	ˈmæn.ən
manns	mænz
manny	ˈmæn.i
manny's	ˈmæn.iz
mano	ˈmɑ.noʊ
manocchio	mɑˈnoʊ.ki.oʊ
manoff	ˈmæn.ɔf
manolis	ˈmæn.ə.lɪs
manon	mɑˈnɔn
manoogian	məˈnu.dʒi.ən
manor	ˈmæn.ɚ
manors	ˈmæn.ɚz
manos	ˈmeɪ.noʊz
manpower	ˈmænˌpaʊ.ɚ
manpower's	ˈmænˌpaʊ.ɚz
manring	ˈmænˌɹɪŋ
manrique	mənˈɹik
manriquez	mɑnˈɹi.kwɛz
manry	ˈmæn.ɹi
mans	mænz
manseau	mənˈsoʊ
mansel	ˈmæn.səl
mansell	ˈmæn.səl
manser	ˈmæn.sɚ
mansfield	ˈmænzˌfild
manship	ˈmænˌʃɪp
mansion	ˈmæn.ʃən
mansions	ˈmæn.tʃənz
manske	mænsk
mansker	ˈmæn.skɚ
manslaughter	ˈmænˌslɔ.tɚ
manso	ˈmæn.soʊ
manson	ˈmæn.sən
manson's	ˈmæn.sənz
mansour	ˈmæn.sɚ
mansplain	ˈmænˌspleɪn
mansueto	mænˈsweɪ.toʊ
mansur	ˈmæn.sɚ
manta	ˈmæn.tə
manteca	mɑnˈtɛk.ə
manteer	ˌmænˈtiɹ
mantei	ˈmæn.taɪ
mantel	ˈmæn.təl
mantell	mænˈtɛl
manter	ˈmæn.tɚ
manternach	ˈmæn.tɚ.nək
manteufel	ˈmæn.tɔɪ.fəl
mantey	ˈmæn.ti
manthe	mænð
manthei	ˈmæn.ðaɪ
manthey	ˈmæn.θi
mantia	ˈmɑn.ʃə
mantilla	mænˈtɪl.ə
mantione	mɑn.tiˈoʊ.ni
mantis	ˈmæn.tɪs
mantle	ˈmæn.təl
mantle's	ˈmæn.təlz
mantles	ˈmæn.təlz
manton	ˈmæn.tən
mantooth	ˈmænˌtuθ
mantra	ˈmæn.tɹə
mantua	ˈmæn.tʃu.ə
mantz	mænts
manu	ˈmɑˌnu
manual	ˈmæn.ju.əl
manually	ˈmæn.ju.ə.li
manuals	ˈmæn.ju.əlz
manucher	ˈmæn.u.kɚ
manuel	mɑnˈwɛl
manuela	mænˈweɪ.lə
manuele	ˈmæn.ʊl
manufacture	ˌmæ.njəˈfæk.tʃɚ
manufactured	ˌmæ.njəˈfæk.tʃɚd
manufacturer	ˌmæ.njəˈfæk.tʃɚ.ɚ
manufacturer's	ˌmæ.njəˈfæk.tʃɚ.ɚz
manufacturers	ˌmæ.njəˈfæk.tʃɚ.ɚz
manufacturers'	ˌmæ.nəˈfæk.tʃɚ.ɚz
manufactures	ˌmæ.njəˈfæk.tʃɚz
manufacturing	ˌmæ.njəˈfæk.tʃɚ.ɪŋ
manufacturing's	ˌmæ.njəˈfæk.tʃɚ.ɪŋz
manumission	ˌmɑ.nuˈmɪʃ.ən
manure	məˈnʊɹ
manus	ˈmeɪ.nɪs
manuscript	ˈmæn.jəˌskɹɪpt
manuscripts	ˈmæn.jəˌskɹɪpts
manvel	ˈmæn.vəl
manvil	ˈmæn.vɪl
manville	ˈmæn.vɪl
manville's	ˈmæn.vɪlz
manwaring	ˈmænˌwɛ.ɹɪŋ
manwarren	mənˈwɔ.ɹən
manweb	ˈmænˌwɛb
manwell	ˈmænˌwɛl
manwiller	ˈmænˌwɪ.lɚ
manx	mæŋks
many	ˈmɛn.i
manz	mænz
manza	mɑn.zə
manzanares	mɑn.zɑˈnɑ.ɹɛs
manzanilla	ˌmæn.zəˈnɪl.ə
manzano	mɑnˈzɑ.noʊ
manzella	ˌmænˈzɛl.ə
manzer	ˈmæn.zɚ
manzi	ˈmæn.zi
manzi's	ˈmæn.ziz
manzione	mɑn.ziˈoʊ.ni
manzo	ˈmæn.zoʊ
mao	maʊ
mao's	maʊz
maoist	ˈmaʊ.ɪst
maoists	ˈmaʊ.ɪsts
maori	ˈmaʊ.ɹi
maoris	ˈmeɪ.ɚ.ɪs|ˈmaʊ.ɹiz
map	mæp
mapco	ˈmæp.koʊ
mapel	ˈmæp.əl
mapes	meɪps
mapfumo	mæpˈfju.moʊ
mapi	ˈmæp.i
mapi's	ˈmæp.iz
maple	ˈmeɪ.pəl
maples	ˈmeɪ.pəlz
maplewood	ˈmeɪ.pəlˌwʊd
mapp	mæp
mapped	mæpt
mapping	ˈmæp.ɪŋ
mapplethorpe	ˈmæp.əl.θɔɹp
maps	mæps
maputo	məˈpu.toʊ
maputo's	məˈpu.toʊz
maquila	məˈkwi.lə
maquiladora	ˌmæ.kwɪˈlæd.ɚ.ə
maquiladoras	mæˌki.jəˈdɔ.ɹəs
maquilas	ˈmæk.wə.ləs
mar	mɑɹ
mara	ˈmɑ.ɹə
marabella	ˌmæ.ɹəˈbɛl.ə
marable	ˈmɛɹ.ə.bəl
marabou	ˈmɛɹ.əˌbu
maraca	ˌmɑˈɹɑ.kɑ
maracas	ˌmɑˈɹɑ.kɑz
maracle	ˈmɑ.ɹə.kəl
maradona	ˌmɑ.ɹəˈdoʊˌnʌ
maradona's	ˌmɑ.ɹəˈdoʊˌnʌz
maradonna	ˌmɑ.ɹəˈdoʊˌnʌ
maradonna's	ˌmɑ.ɹəˈdoʊˌnʌz
marafat	ˈmɛɹ.ə.fæt
marais	ˌmɛˈɹeɪ
marak	ˈmæɹ.ək
maralina	mɑ.ɹɑˈli.nə
maraline	mɑ.ɹɑˈli.ni
maran	mɑˈɹɑn
maranda	mɚˈæn.də
marando	mɚˈæn.doʊ
maraniss	mɚˈæn.ɪs
marano	mɑˈɹɑ.noʊ
maranon	ˈmɛɹ.ə.nɑn
marantette	ˈmɛɹ.ənˌtɛt
maranto	mɚˈæn.toʊ
marantz	ˈmæɹ.ənts
maranville	mɑˈɹɑn.vɪl
maras	ˈmɑ.ɹəz
maraschino	ˌmæ.ɹəˈski.noʊ
marasco	mɑˈɹɑ.skoʊ
marasek	mɚˈɑ.sɛk
marash	ˈmɑ.ɹəʃ
marash'	ˈmɑ.ɹəʃ
marash's	ˈmɑ.ɹə.ʃɪs
marathi	məˈɹɑ.ti
marathon	ˈmɛɹ.əˌθɑn
marathons	ˈmɛɹ.əˌθɑnz
maraud	mɚˈɔd
marauder	mɚˈɔ.dɚ
marauders	mɚˈɔ.dɚz
marauding	mɚˈɔ.dɪŋ
maravilla	mɑ.ɹɑˈvɪl.ə
marbach	ˈmɑɹˌbɑk
marbella	ˌmɑɹˈbɛl.ə
marberry	ˈmɑɹˌbɛ.ɹi
marbil	ˈmɑɹ.bɪl
marble	ˈmɑɹ.bəl
marble's	ˈmɑɹ.bəlz
marbled	ˈmɑɹ.bəld
marblehead	ˈmɑɹ.bəlˌhɛd
marbles	ˈmɑɹ.bəlz
marbod	ˈmɑɹ.bɑd
marbry	ˈmɑɹ.bɹi
marburger	ˈmɑɹ.bɚ.ɡɚ
marbury	ˈmɑɹˌbɛ.ɹi
marbut	ˈmɑɹ.bət
marc	mɑɹk
marcade	ˈmɑɹˈkeɪd
marcano	mɑɹˈkɑ.noʊ
marcantel	mɑɹ.kɑnˈtɛl
marcantonio	ˌmɑɹ.kənˈtoʊ.ni.oʊ
marceau	mɑɹˈsoʊ
marceaux	mɑɹˈsoʊ
marceca	mɑɹˈsɛk.ə
marceca's	ˌmɑɹˈsɛk.əz
marcel	mɑɹˈsɛl
marcela	mɑɹˈtʃɛl.ə
marcelia	mɑɹˈtʃɛl.i.ə
marcelino	mɑɹ.tʃɛˈli.noʊ
marcell	mɑɹˈseɪl
marcella	mɑɹˈsɛl.ə
marcelle	mɑɹˈsɛl
marcelli	mɑɹˈtʃɛl.i
marcellina	mɑɹ.tʃɛˈli.nə
marcelline	mɑɹ.tʃɛˈli.ni
marcellino	mɑɹ.tʃɛˈli.noʊ
marcello	ˌmɑɹˈsɛl.oʊ
marcellus	mɑɹˈsɛl.əs
marcelo	mɑɹˈtʃɛl.oʊ
marcessa	mɑɹˈsɛs.ə
marcessa's	mɑɹˈsɛs.əz
march	mɑɹtʃ
march's	ˈmɑɹ.tʃɪz
marchak	ˈmɑɹ.tʃək
marchal	ˈmɑɹ.tʃəl
marchand	mɑɹkˈhænd|mɑɹˈtʃænd
marchant	ˈmɑɹ.tʃənt
marchbank	ˈmɑɹtʃˌbæŋk
marchbanks	ˈmɑɹtʃˌbæŋks
marche	mɑɹʃ
marched	mɑɹtʃt
marchenko	ˌmɑɹˈtʃɛn.koʊ
marcher	ˈmɑɹ.tʃɚ
marchers	ˈmɑɹ.tʃɚz
marches	ˈmɑɹ.tʃɪz
marchesani	mɑɹ.kɛˈsɑ.ni
marchesano	mɑɹ.kɛˈsɑ.noʊ
marcheschi	mɑɹˈtʃɛʃ.i
marchese	mɑɹˈki.zi
marchesi	mɑɹˈkɛs.i
marchessault	ˈmɑɹ.ʃɪ.soʊ
marchetta	mɑɹˈkɛt.ə
marchetti	mɑɹˈkɛt.i
marchewka	mɚtʃˈju.kə
marchi	ˈmɑɹ.ki
marching	ˈmɑɹ.tʃɪŋ
marchini	mɑɹˈki.ni
marchinko	mɑɹˈtʃiŋ.koʊ
marchio	ˈmɑɹ.ki.oʊ
marchione	mɑɹ.kiˈoʊ.ni
marchioness	ˈmɑɹ.ʃə.nɪs|ˈmɑɹ.ʃə.nɛs
marchita	mɑɹˈki.tə
marchitto	mɑɹˈki.toʊ
marchman	ˈmɑɹk.mən
marci	ˈmɑɹ.si
marcia	ˈmɑɹ.ʃə
marcia's	ˈmɑɹ.ʃəz
marcial	mɑɹ.siˈɑl
marciano	mɑɹ.tʃiˈɑ.noʊ
marciante	ˈmɑɹ.tʃən.ti
marcie	ˈmɑɹ.ki
marcil	ˈmɑɹ.sɪl
marcile	ˈmɑɹ.tʃəl
marcilio	mɑɹˈsi.li.oʊ
marcille	ˈmɑɹ.sɪl
marcin	mɑɹˈsin
marcinek	mɚˈtʃɪn.ɛk
marciniak	mɚˈtʃɪn.i.æk
marcinko	ˌmɑɹˈsɪŋ.koʊ
marcinkowski	mɚ.tʃɪŋˈkɔf.ski
marcinkus	ˌmɑɹˈsɪŋ.kəs
marcissa	ˌmɑɹˈsɪs.ə
marckesano	ˌmɑɹˌkɛˈsɑ.noʊ
marcks	mɑɹks
marcmann	ˈmɑɹk.mən
marco	ˈmɑɹ.koʊ
marco's	ˈmɑɹˌkoʊz
marcoe	ˈmɑɹ.koʊ
marcom	ˈmɑɹ.kəm
marcon	ˈmɑɹ.kən
marcone	mɑɹˈkoʊ.ni
marconi	mɑɹˈkoʊ.ni
marcor	ˈmɑɹˌkɔɹ
marcos	ˈmɑɹ.koʊs
marcos'	ˈmɑɹ.koʊs|ˈmɑɹ.koʊ.sɪz
marcos's	ˈmɑɹ.kə.sɪz
marcoses	mɑɹˈkoʊ.sɪz
marcoses'	mɑɹˈkoʊ.sɪz
marcott	mɑɹˈkɑt
marcotte	mɑɹˈkɔt
marcou	mɑɹˈku
marcoux	mɑɹˈku
marcrum	ˈmɑɹ.kɹəm
marcucci	mɑɹˈku.tʃi
marcum	ˈmɑɹ.kəm
marcus	ˈmɑɹ.kəs
marcus's	ˈmɑɹ.kə.sɪz
marcussen	ˈmɑɹ.kə.sən
marcy	ˈmɑɹ.si
marczak	ˈmɑɹ.tʃæk
marden	ˈmɑɹ.dən
marder	ˈmɑɹ.dɚ
mardi	ˈmɑɹ.di
mardi-gras	ˈmɑɹ.diˌɡɹɑ
mardis	ˈmɑɹ.dɪs|ˈmɑɹ.dis
mardon	ˈmɑɹ.dən
mare	mɛɹ
mare's	mɛɹz
maready	mɚˈɛd.i
marean	mɑˈɹin
marek	ˈmɑ.ɹɛk
marelda	mɑˈɹɛl.də
marella	mɚˈɛl.ə
marelli	mɛˈɹɛl.i
mareno	mɑˈɹɛn.oʊ
mares	mɛɹz
maresca	mɑˈɹɛs.kə
maresco	mɑˈɹɛs.koʊ
maresh	ˈmæɹ.ɪʃ
maret	ˈmɑ.ɹeɪt
marett	ˈmæɹ.ɪt
maretta	mɑˈɹɛt.ə
marette	mɚˈɛt
marez	mɑˈɹɛz
marfa	ˈmɑɹ.fə
marga	ˈmɑɹ.ɡə
margalo	mɑɹˈɡɑ.loʊ
margalov	ˈmɑ.ɡə.lɔv
margaret	ˈmɑɹ.ɡɚ.ɪt|ˈmɑɹ.ɡɹət|ˈmɑɹ.ɡɹɪt
margaret's	ˈmɑɹ.ɡɚ.ɪts|ˈmɑɹ.ɡɹɪts
margareta	mɑɹ.ɡɑˈɹɛt.ə
margarete	ˈmɑɹ.ɡɚˌit
margarethe	mɑɹ.ɡɑˈɹɛð.i
margaretten	ˌmɑɹ.ɡɚˈɛt.ən
margarine	ˈmɑɹ.dʒɚ.ən
margarita	ˌmɑɹ.ɡɚˈi.tə
margaritas	ˌmɑɹ.ɡɛˈɹi.təs
margaux	mɑɹˈɡoʊ
marge	mɑɹdʒ
margeotes	ˈmɑɹ.dʒiˌoʊ.tiz
margerum	ˈmɑɹ.ɡɚ.əm
margery	ˈmɑɹ.dʒɚ.i
margeson	ˈmɑɹ.ɡɪ.sən
marget	ˈmɑɹ.ɡɪt
margette	mɑɹˈʒɛt
margie	ˈmɑɹ.dʒi
margin	ˈmɑɹ.dʒən
marginal	ˈmɑɹ.dʒə.nəl
marginalization	ˌmɑɹ.dʒə.nə.ləˈzeɪ.ʃən
marginalize	ˈmɑɹ.dʒə.nəˌlaɪz
marginalized	ˈmɑɹ.dʒə.nəˌlaɪzd
marginalizes	ˈmɑɹ.dʒə.nəˌlaɪ.zɪz
marginalizing	ˈmɑɹ.dʒə.nəˌlaɪ.zɪŋ
marginally	ˈmɑɹ.dʒə.nə.li
margined	ˈmɑɹ.dʒənd
margining	ˈmɑɹ.dʒə.nɪŋ
margins	ˈmɑɹ.dʒənz
margiotta	mɑɹˈdʒoʊ.tə
margittai	ˈmɑɹ.dʒɪˌtaɪ
margo	ˈmɑɹ.ɡoʊ
margolick	mɑɹˈɡoʊ.lɪk
margolies	mɑɹˈɡoʊ.liz
margolin	ˈmɑɹ.ɡə.lɪn|mɑɹˈɡoʊ.lən
margolis	mɑɹˈɡoʊ.lɪs
margory	mɚˈɡɝ.i
margoshes	mɑɹˈɡɔ.ʃɪz
margot	ˈmɑɹ.ɡoʊ
margraf	ˈmɑɹ.ɡɹəf
margrave	ˈmɑɹˌɡɹeɪv
margret	ˈmɑɹ.ɡɹɛt
margret's	ˈmɑɹ.ɡɹɛts
marguerite	ˌmɑɹ.ɡɚˈit
margulies	ˈmɑɹ.ɡu.liz
margulis	ˈmɑɹ.ɡə.lɪs
margus	ˈmɑɹ.ɡəs
margy	ˈmɑɹ.dʒi
marhefka	mɚˈhɛf.kə
mari	ˈmɑ.ɹi
maria	mɚˈi.ə
maria's	mɚˈi.əz
mariachi	ˌmɑ.ɹiˈɑ.tʃi
mariah	mɚˈaɪ.ə
mariam	ˈmɛɹ.i.æm
marian	ˈmɛɹ.i.ən
marian's	ˈmɛɹ.i.ənz
mariana	ˌmɛ.ɹiˈæn.ə
marianas	ˌmɛ.ɹiˈæn.əs
mariani	mɑ.ɹiˈɑ.ni|mɑ.ɹiˈæn.i
marianna	mɑ.ɹiˈɑ.nə
marianne	ˌmɛ.ɹiˈæn
mariano	ˌmɛ.ɹiˈɑ.noʊ
maribel	ˈmæɹ.ɪ.bɛl
marice	ˈmɑ.ɹɪs
marich	ˈmæɹ.ɪk
maricle	ˈmæɹ.ɪ.kəl
maricopa	ˌmɛ.ɹɪˈkoʊ.pə
marie	mɚˈi
marie's	mɚˈiz
mariel	ˈmɛɹ.i.əl
marielito	mɛˌɹi.ɛˈli.toʊ
marielitos	mɛˌɹi.ɛˈli.toʊs
marien	ˈmɛɹ.in
marienbonn	ˈmɛɹ.inˌbɔn
marienbonn's	ˈmɛɹ.inˌbɔnz
marier	ˈmɛɹ.i.ɚ
marietta	ˌmɛ.ɹiˈɛt.ə
marietta's	ˌmɛ.ɹiˈɛt.əz
mariette	ˌmɛ.ɹiˈɛt
marife	məˈɹi.feɪ
marigold	ˈmɛɹ.əˌɡoʊld
marigolds	ˈmɛɹ.əˌɡoʊldz
marijuana	ˌmɛ.ɹəˈwɑ.nə
marik	ˈmæɹ.ɪk
marilda	mɑˈɹil.də
marilin	ˈmæɹ.ɪ.lɪn
marilla	mɑˈɹɪl.ə
marilu	ˈmɛɹ.i.lu
marilyn	ˈmɛɹ.ə.lən|ˈmɛɹ.ə.lɪn
marilyn's	ˈmɛɹ.ə.lənz|ˈmɛɹ.ə.lɪnz
marilynn	ˈmɛɹ.ə.lən
marimba	mɚˈɪm.bə
marimbalax	mɚˈɪm.bəˌlʌks
marin	ˈmɛɹ.ɪn
marina	mɚˈi.nə
marinaccio	mɑ.ɹɪˈnɑ.tʃi.oʊ
marinade	ˈmɑ.ɹɪˌneɪd
marinades	ˈmɑ.ɹɪˌneɪdz
marinaro	mɑ.ɹɪˈnɑ.ɹoʊ
marinas	mɚˈi.nəz
marinate	ˈmɛɹ.əˌneɪt
marinated	ˈmɛɹ.əˌneɪ.tɪd
marinates	ˈmɛɹ.əˌneɪts
marinating	ˈmɛɹ.əˌneɪ.tɪŋ
marine	mɚˈin
marine's	mɚˈinz
marineau	ˈmɛɹ.ɪ.noʊ
marineland	mɚˈin.lənd
marinelli	mɑ.ɹɪˈnɛl.i
marinello	mɑ.ɹɪˈnɛl.oʊ
mariner	ˈmɛɹ.ə.nɚ
mariners	ˈmɛɹ.ə.nɚz
marines	mɚˈinz
marines'	mɚˈinz
marinez	mɑˈɹi.nɛz
maring	ˈmɛɹ.ɪŋ
marini	mɑˈɹi.ni
marinkovich	mɚˈɪŋ.kə.vɪtʃ
marino	mɚˈi.noʊ
marino's	mɚˈi.noʊz
marinoff	ˈmæɹ.ɪ.nɔf
marinos	mɚˈi.noʊz
marinucci	mɑ.ɹiˈnu.tʃi
marinvest	mɚˈɪn.vəst
mario	ˈmɑ.ɹi.oʊ
mario's	ˈmɑ.ɹi.oʊz
marion	ˈmɛɹ.i.ən
marion's	ˈmɛɹ.i.ənz
mariotta	ˌmɑ.ɹiˈɔ.tɑ
mariotti	ˌmɑ.ɹiˈɔ.ti
mariposa	ˌmæ.ɹɪˈpoʊ.sə
maris	ˈmɛɹ.ɪs
marisa	məˈɹɪs.ə
mariscal	ˈmɑ.ɹə.skəl
marish	ˈmɛɹ.ɪʃ
marissa	məˈɹɪs.ə
marissa's	məˈɹɪs.əz
marital	ˈmɛɹ.ə.təl
maritime	ˈmɛɹ.əˌtaɪm
maritimes	ˈmɛɹ.əˌtaɪmz
maritz	ˈmɛɹ.ɪts
mariucci	ˌmɛ.ɹiˈu.tʃi
marius	ˈmɑ.ɹi.əs
mariusa	mɑ.ɹiˈju.sə
marjai	ˈmɑɹ.dʒeɪ
marje	mɑɹdʒ
marjie	ˈmɑɹ.dʒi
marjoram	ˈmɑ.dʒɚ.əm
marjorie	ˈmɑɹ.dʒɚ.i|ˈmɑɹdʒ.ɹi
marjory	ˈmɑɹ.dʒɚ.i|ˈmɑɹdʒ.ɹi
marjy	ˈmɑɹ.dʒi
mark	mɑɹk
mark's	mɑɹks
markair	ˈmɑɹˌkɛɹ
markair's	ˈmɑɹˌkɛɹz
markan	ˈmɑɹ.kən
